timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
11 9 12 0.3301028152887293 0.06989718471127071
11 9 13 0.35581597629626716 0.044184023703732866
11 12 15 0.14937016078307705 0.25062983921692294
11 19 20 0.3980152410827511 0.001984758917248919
12 6 20 0.3906268395918191 0.009373160408180925
12 7 8 0.35217930198909747 0.04782069801090255
12 8 10 0.328574504891515 0.071425495108485
12 9 12 0.3050277480127123 0.0949722519872877
12 9 15 0.26138030399998397 0.13861969600001606
12 12 15 0.23318468054766633 0.1668153194523337
12 19 20 0.3804740590117861 0.01952594098821392
13 6 20 0.37777990373981674 0.022220096260183286
13 7 8 0.34592881572650186 0.05407118427349816
13 8 10 0.2988225753855874 0.10117742461441265
13 9 12 0.3865818510085124 0.013418148991487633
13 9 15 0.38421514383029576 0.015784856169704264
13 11 13 0.2437207098585444 0.1562792901414556
13 19 20 0.3671482838119097 0.032851716188090296
14 6 20 0.35825538253041206 0.041744617469587963
14 7 8 0.32350245043346293 0.07649754956653709
14 8 10 0.24833708632603607 0.15166291367396395
14 9 12 0.3909888900292882 0.009011109970711806
14 10 11 0.3927558008837914 0.007244199116208605
14 11 13 0.15726327764339693 0.2427367223566031
14 19 20 0.358525700991918 0.04147429900808203
15 6 20 0.3444976536405929 0.055502346359407095
15 7 8 0.254943458343073 0.145056541656927
15 7 20 0.3491959401103754 0.05080405988962461
15 8 10 0.19880572536296373 0.2011942746370363
15 10 11 0.3727476932855309 0.0272523067144691
15 11 13 0.23814535590852295 0.16185464409147707
15 19 20 0.34808445749521894 0.05191554250478109
16 3 4 0.39924213549379434 7.578645062056855E-4
16 4 5 0.3865174377817751 0.013482562218224914
16 6 7 0.3838800969905737 0.01611990300942634
16 6 19 0.34900620126588117 0.050993798734118856
16 6 20 0.32421072801932554 0.07578927198067448
16 7 8 0.23863145691616983 0.1613685430838302
16 7 10 0.38215424089769395 0.01784575910230607
16 7 20 0.21892375884876372 0.1810762411512363
16 8 10 0.2332514158090226 0.16674858419097743
16 11 13 0.28417671347425255 0.11582328652574747
16 19 20 0.31061526082038965 0.08938473917961037
17 2 18 0.3727733153179281 0.0272266846820719
17 3 4 0.349688453852896 0.050311546147104036
17 4 5 0.2875810409572904 0.1124189590427096
17 6 7 0.39927369687211506 7.263031278849641E-4
17 6 19 0.26982554756169724 0.13017445243830278
17 6 20 0.31052223088331843 0.0894777691166816
17 7 20 0.20455579210886182 0.1954442078911382
17 8 10 0.2967647032764468 0.10323529672355325
17 11 13 0.3545533565037002 0.04544664349629984
17 19 20 0.22347907887425603 0.176520921125744
18 1 2 0.3828944183685756 0.01710558163142445
18 2 18 0.3354931928569501 0.0645068071430499
18 3 4 0.29024352081999255 0.10975647918000747
18 3 5 0.3511709643870014 0.04882903561299862
18 4 5 0.2039926564544464 0.19600734354555363
18 4 19 0.3823545746183871 0.0176454253816129
18 5 6 0.3377241486285075 0.0622758513714925
18 5 19 0.3857532770600074 0.014246722939992629
18 6 19 0.30141737769768023 0.09858262230231979
18 7 20 0.2406570600980544 0.15934293990194562
18 19 20 0.32757204470419093 0.07242795529580909
19 1 2 0.34802681977260047 0.05197318022739955
19 1 18 0.3960107587879743 0.003989241212025707
19 2 18 0.3054842781962856 0.09451572180371443
19 3 4 0.22803675277226515 0.17196324722773487
19 3 5 0.27061868033138303 0.129381319668617
19 3 18 0.29723689322548513 0.10276310677451489
19 4 5 0.19158161942601307 0.20841838057398696
19 5 6 0.3450433659457409 0.0549566340542591
19 7 20 0.27975446136586496 0.12024553863413506
19 19 20 0.34654265555796104 0.05345734444203898
20 1 2 0.3024523194326988 0.09754768056730123
20 1 18 0.2806384240705262 0.11936157592947383
20 2 3 0.36585752276449757 0.034142477235502455
20 2 18 0.28307536585446086 0.11692463414553916
20 3 4 0.3046607454338513 0.09533925456614872
20 3 5 0.35622156664922366 0.04377843335077636
20 3 18 0.17149937359234543 0.2285006264076546
20 4 5 0.219101870976102 0.180898129023898
20 7 20 0.3768237849218961 0.023176215078103912
20 19 20 0.3439143980995089 0.05608560190049111
21 1 2 0.29565210530019786 0.10434789469980216
21 1 18 0.16915778708273763 0.2308422129172624
21 2 18 0.27212250536601684 0.12787749463398318
21 3 18 0.25237026491231795 0.14762973508768207
21 4 5 0.339868807860059 0.060131192139941
21 19 20 0.3999627148430417 3.728515695833323E-5
22 1 2 0.322697183928613 0.077302816071387
22 1 17 0.30064405540069694 0.09935594459930308
22 1 18 0.2915277139512076 0.10847228604879244
22 2 17 0.34283449207263045 0.057165507927369574
22 2 18 0.34111115281849713 0.05888884718150289
23 1 2 0.28823107257289354 0.11176892742710648
23 1 17 0.2702908094648244 0.1297091905351756
23 2 17 0.35671696724041524 0.04328303275958478
23 16 17 0.24470205966245975 0.15529794033754027
24 1 2 0.3179088276719291 0.08209117232807095
24 16 17 0.1620873452068158 0.23791265479318421
25 16 17 0.25525271863175203 0.144747281368248
27 1 18 0.3997279021122729 2.720978877271407E-4
33 19 20 0.3954919512889993 0.004508048711000745
